0.2308215814861729,1.43819600772154,-3.551101253633432;0.38156621284557934,1.7243724355141214,-2.604856513467235
-0.2634968937863308,1.4053167668604316,-3.5132919171510792;-0.4320449408247886,1.6645811115159117,-2.562306346582374
-0.24285480151796174,1.3877417229597824,-3.469354307399456;-0.39487086563443863,1.630450412471643,-2.5112396961519448
-0.2234691610631365,1.3751948373116105,-3.4379870932790255;-0.36125059170176455,1.60652376523655,-2.474917415386366
-0.20480361991544624,1.3653574661029737,-3.4133936652574346;-0.3296108055608221,1.5880060556038025,-2.446516852005316
-0.1866319027509251,1.3573229290976359,-3.3933073227440897;-0.2992987149056945,1.5730332912481164,-2.4233716397734146
-0.16882796129376762,1.3506236903501398,-3.3765592258753494;-0.2699570065971334,1.5606495580685433,-2.4041076584000525
-0.15131044846303818,1.3449817641158937,-3.3624544102897342;-0.24135923840951212,1.5502893996941776,-2.3879083671484005
-0.1340216886531068,1.3402168865310669,-3.350542216327667;-0.21334779233871462,1.5415878757178418,-2.374244570121347
-0.11691796787987208,1.336205347198537,-3.340513367996342;-0.18580536900469652,1.534295623934895,-2.3627532909688638
-0.09996442610849893,1.3328590147799846,-3.3321475369499614;-0.1586400718608766,1.5282356942351105,-2.3531760758130034
-0.08313210330987061,1.330113652957929,-3.3252841323948217;-0.1317768292708717,1.5232795605287628,-2.345324631808948
-0.06639609902411688,1.3279219804823363,-3.3198049512058407;-0.10515208210239181,1.5193329054216402,-2.3390604219886155
-0.049734350994795826,1.3262493598612208,-3.315623399653052;-0.07871028073836864,1.51632680816679,-2.334281991609379
-0.03312677616878123,1.325071046751248,-3.31267761687812;-0.05240143783202903,1.5142121334276168,-2.330916883935185
-0.016554630350351176,1.3243704280280928,-3.310926070070232;-0.02617931625831184,1.5129559428677477,-2.328916462676376
0.0,1.3241379310344836,-3.3103448275862086;0.0,1.512539276584812,-2.328252707164287
0.016554630350350808,1.3243704280280928,-3.310926070070232;0.026179316258311255,1.5129559428677477,-2.328916462676376
0.03312677616878123,1.325071046751248,-3.31267761687812;0.05240143783202903,1.5142121334276168,-2.330916883935185
0.04973435099479546,1.3262493598612208,-3.315623399653052;0.07871028073836805,1.51632680816679,-2.334281991609379
0.06639609902411688,1.3279219804823363,-3.3198049512058407;0.10515208210239181,1.5193329054216402,-2.3390604219886155
0.08313210330987024,1.330113652957929,-3.3252841323948217;0.13177682927087112,1.5232795605287628,-2.345324631808948
0.09996442610849893,1.3328590147799846,-3.3321475369499614;0.1586400718608766,1.5282356942351105,-2.3531760758130034
0.1169179678798717,1.336205347198537,-3.340513367996342;0.18580536900469594,1.534295623934895,-2.3627532909688638
0.1340216886531068,1.3402168865310669,-3.350542216327667;0.21334779233871462,1.5415878757178418,-2.374244570121347
0.1513104484630378,1.3449817641158937,-3.3624544102897342;0.2413592384095115,1.5502893996941776,-2.3879083671484005
0.16882796129376762,1.3506236903501398,-3.3765592258753494;0.2699570065971334,1.5606495580685433,-2.4041076584000525
0.1866319027509247,1.3573229290976359,-3.3933073227440897;0.2992987149056939,1.5730332912481164,-2.423371639773414
0.20480361991544624,1.3653574661029737,-3.4133936652574346;0.3296108055608221,1.5880060556038025,-2.446516852005316
0.2234691610631365,1.3751948373116105,-3.4379870932790255;0.36125059170176455,1.60652376523655,-2.474917415386366
0.24285480151796215,1.3877417229597824,-3.469354307399456;0.39487086563443935,1.630450412471643,-2.5112396961519448
0.2634968937863308,1.4053167668604316,-3.5132919171510792;0.4320449408247886,1.6645811115159117,-2.562306346582374
-0.32293104406620843,1.4173084711794708,-3.5881227118467613;-0.5371816429020442,1.6941743578519761,-2.6514039911544005
-0.29771733092379676,1.383509949587056,-3.5025568343976103;-0.48684233515055547,1.627134734921508,-2.551305712586461
-0.2766287540253096,1.3658544729999669,-3.457859425316372;-0.4485649526484977,1.593248142029575,-2.499355349744306
-0.2568872294676221,1.3529394085294772,-3.4251630595682965;-0.4140799786753996,1.5689077773950384,-2.4614991641949926
-0.23794008909408995,1.3426619313166517,-3.3991441299155736;-0.38176969645656267,1.5497936140313353,-2.4314615837974056
-0.2195449966699303,1.3341580566865006,-3.3776153333835457;-0.3509362131331031,1.534141815027474,-2.4066658781408194
-0.2015652945549158,1.3269715224865282,-3.3594215759152606;-0.32119258572863874,1.521026345328834,-2.385752208553794
-0.18391258914986502,1.320826776621757,-3.3438652572702705;-0.29229285357353096,1.509891000257499,-2.367899869756722
-0.16652440976980593,1.315542837181466,-3.3304881953961156;-0.2640662302900929,1.5003723335499763,-2.3525701770930727
-0.14935373750374234,1.310993918088404,-3.318971944527605;-0.23638641845064612,1.4922189406542932,-2.3393889701741366
-0.13236345144055278,1.3070890829754576,-3.3090862860138164;-0.20915542139559318,1.485249862078165,-2.3280859138732444
-0.11552310649239253,1.3037607732712861,-3.3006601854969264;-0.1822942037064168,1.4793311914996072,-2.3184602828192853
-0.09880692969016516,1.3009579075871736,-3.2935643230055023;-0.15573691752829436,1.4743620410062894,-2.310360385361884
-0.0821925015086855,1.2986415238372297,-3.2877000603474174;-0.12942712628102482,1.470265699534091,-2.3036705727104922
-0.06565984439793318,1.2967819268591794,-3.2829922198966566;-0.10331521142998162,1.4669838590573727,-2.2983027380752636
-0.04919076367054599,1.2953567766577099,-3.279384244703063;-0.07735650991117994,1.464472752931398,-2.294190620430298
-0.03276834922536741,1.2943497944020113,-3.2768349225367372;-0.05150991574277885,1.4627005469294243,-2.2912859497261886
-0.01637658095342865,1.2937498953208624,-3.2753161906857273;-0.025736780022381542,1.4616455937274146,-2.289555864272676
0.0,1.293550634061313,-3.274811731800792;0.0,1.4612953177578125,-2.2889812590056153
0.016376580953428272,1.293749895320861,-3.2753161906857238;0.02573678002238093,1.4616455937274124,-2.289555864272672
0.03276834922536741,1.2943497944020113,-3.2768349225367372;0.05150991574277885,1.4627005469294243,-2.2912859497261886
0.049190763670545624,1.2953567766577099,-3.279384244703063;0.07735650991117937,1.464472752931398,-2.294190620430298
0.06565984439793318,1.2967819268591794,-3.2829922198966566;0.10331521142998162,1.4669838590573727,-2.2983027380752636
0.08219250150868514,1.2986415238372297,-3.2877000603474174;0.12942712628102424,1.470265699534091,-2.3036705727104922
0.09880692969016516,1.3009579075871736,-3.2935643230055023;0.15573691752829436,1.4743620410062894,-2.310360385361884
0.11552310649239216,1.3037607732712861,-3.3006601854969264;0.18229420370641622,1.4793311914996072,-2.3184602828192853
0.13236345144055278,1.3070890829754576,-3.3090862860138164;0.20915542139559318,1.485249862078165,-2.3280859138732444
0.14935373750374198,1.310993918088404,-3.318971944527605;0.23638641845064556,1.4922189406542932,-2.3393889701741366
0.16652440976980593,1.315542837181466,-3.3304881953961156;0.2640662302900929,1.5003723335499763,-2.3525701770930727
0.18391258914986466,1.320826776621757,-3.3438652572702705;0.29229285357353035,1.509891000257499,-2.367899869756722
0.2015652945549158,1.3269715224865282,-3.3594215759152606;0.32119258572863874,1.521026345328834,-2.385752208553794
0.2195449966699303,1.3341580566865006,-3.3776153333835457;0.3509362131331031,1.534141815027474,-2.4066658781408194
0.23794008909409037,1.3426619313166517,-3.3991441299155736;0.38176969645656333,1.5497936140313353,-2.4314615837974056
0.2568872294676221,1.3529394085294772,-3.4251630595682965;0.4140799786753996,1.5689077773950384,-2.4614991641949926
0.27662875402530995,1.3658544729999669,-3.457859425316372;0.44856495264849827,1.593248142029575,-2.499355349744306
0.29771733092379676,1.383509949587056,-3.5025568343976103;0.48684233515055547,1.627134734921508,-2.551305712586461
0.3229310440662088,1.4173084711794708,-3.5881227118467613;0.5371816429020448,1.6941743578519761,-2.6514039911544005
-0.33332626165241286,1.3683920215204322,-3.5086974910780313;-0.5453822481450475,1.6027561941849704,-2.559958489474375
-0.3112822953173668,1.3488899463752566,-3.4586921701929656;-0.5045451765504353,1.5655019326142665,-2.501755021705624
-0.29093114253782354,1.3348605363500143,-3.4227193239743956;-0.46849373781122433,1.5392343458029552,-2.4600652475952076
-0.27153508219650163,1.3237335257079461,-3.3941885274562718;-0.43506399726617784,1.5186983597266703,-2.427106831097486
-0.2527906918651964,1.3145115976990225,-3.3705425582026214;-0.403380044014122,1.5018685663886595,-2.3998622744310816
-0.23453261810028786,1.3066817294158903,-3.350465972861257;-0.3729723209673935,1.4877095448174609,-2.3767805109583886
-0.21665643350193461,1.2999386010116087,-3.333175900029766;-0.34354923432920986,1.4756086632543615,-2.356939122229505
-0.19908974541271482,1.2940833451826452,-3.3181624235452443;-0.3149120604117036,1.4651690722304702,-2.339737737967048
-0.18177898862740252,1.288978282994308,-3.305072520498225;-0.28691625105374874,1.456117432596263,-2.3247610084165657
-0.16468254914785913,1.2845238833533,-3.2936509829571796;-0.25945139655335436,1.4482570817052294,-2.31170887401242
-0.14776683527631596,1.2806459057280706,-3.2837074505847963;-0.23242984089643048,1.4414419723792053,-2.30035766519361
-0.1310038683993971,1.2772877168941206,-3.2750967099849246;-0.20577974095667378,1.4355611422021355,-2.2905368632896788
-0.1143697200420066,1.274405451896644,-3.2677062869144717;-0.17944059081823777,1.4305289581367713,-2.28211446847455
-0.0978434492030075,1.2719648396390961,-3.2614483067669133;-0.15336019777780824,1.4262787333787048,-2.274987403929602
-0.08140634965759438,1.2699390546584712,-3.256253986303772;-0.12749255439124185,1.4227584181469923,-2.2690750238677753
-0.0650413964421551,1.2683072306220233,-3.252069822107752;-0.10179628421660727,1.4199276245561694,-2.264314622492006
-0.04873282378776919,1.267053418481998,-3.24885491918461;-0.07623346486256714,1.4177555456859308,-2.260658287133739
-0.03246579117457504,1.2661658558084257,-3.2465791174575016;-0.050768703180461464,1.4162194987841181,-2.258070691776755
-0.016226108507255387,1.2656364635659192,-3.2452217014510745;-0.02536837915521217,1.4153039234377578,-2.25652757769848
0.0,1.265460517706768,-3.2447705582224815;0.0,1.4149997285273594,-2.256014762068975
0.01622610850725503,1.2656364635659192,-3.2452217014510745;0.02536837915521161,1.4153039234377578,-2.25652757769848
0.03246579117457504,1.2661658558084257,-3.2465791174575016;0.050768703180461464,1.4162194987841181,-2.258070691776755
0.04873282378776883,1.267053418481998,-3.24885491918461;0.07623346486256657,1.4177555456859308,-2.260658287133739
0.0650413964421551,1.2683072306220233,-3.252069822107752;0.10179628421660727,1.4199276245561694,-2.264314622492006
0.08140634965759401,1.2699390546584712,-3.256253986303772;0.12749255439124127,1.4227584181469923,-2.2690750238677753
0.0978434492030075,1.2719648396390961,-3.2614483067669133;0.15336019777780824,1.4262787333787048,-2.274987403929602
0.11436972004200625,1.274405451896644,-3.2677062869144717;0.1794405908182372,1.4305289581367713,-2.28211446847455
0.1310038683993971,1.2772877168941206,-3.2750967099849246;0.20577974095667378,1.4355611422021355,-2.2905368632896788
0.14776683527631562,1.2806459057280706,-3.2837074505847963;0.23242984089642996,1.4414419723792053,-2.30035766519361
0.16468254914785913,1.2845238833533,-3.2936509829571796;0.25945139655335436,1.4482570817052294,-2.31170887401242
0.18177898862740216,1.288978282994308,-3.305072520498225;0.2869162510537482,1.456117432596263,-2.3247610084165657
0.19908974541271482,1.2940833451826452,-3.3181624235452443;0.3149120604117036,1.4651690722304702,-2.339737737967048
0.21665643350193461,1.2999386010116087,-3.333175900029766;0.34354923432920986,1.4756086632543615,-2.356939122229505
0.2345326181002882,1.3066817294158903,-3.350465972861257;0.3729723209673941,1.4877095448174609,-2.3767805109583886
0.2527906918651964,1.3145115976990225,-3.3705425582026214;0.403380044014122,1.5018685663886595,-2.3998622744310816
0.27153508219650196,1.3237335257079461,-3.3941885274562718;0.4350639972661784,1.5186983597266703,-2.427106831097486
0.29093114253782354,1.3348605363500143,-3.4227193239743956;0.46849373781122433,1.5392343458029552,-2.4600652475952076
0.3112822953173672,1.3488899463752566,-3.4586921701929656;0.5045451765504358,1.5655019326142665,-2.501755021705624
0.33332626165241286,1.3683920215204322,-3.5086974910780313;0.5453822481450475,1.6027561941849704,-2.559958489474375
-0.37094974774049244,1.3601490750484726,-3.532854740385643;-0.6094138359515394,1.5916699786873325,-2.5897041957683378
-0.34711539861378427,1.3363942846630699,-3.4711539861378435;-0.5635970654265556,1.5461896315159402,-2.5176753023840597
-0.325816113925467,1.3204126722242615,-3.4296433044786014;-0.5250318353575223,1.5163245345446463,-2.4694705916105133
-0.30576676467632624,1.308002271115396,-3.397408496403626;-0.48992825223513403,1.493510190787917,-2.432177250411817
-0.2865277459872959,1.2978021435895173,-3.370914658674071;-0.45701042584111895,1.4749930377223492,-2.401616436811332
-0.26787794623392613,1.28916261625077,-3.3484743279240785;-0.4256468357733328,1.4594672848641201,-2.3757948856914384
-0.24968433652660046,1.2817129275032166,-3.3291244870213417;-0.39546370833558053,1.4461923424845102,-2.3535759762837203
-0.23185779782918411,1.2752178880605136,-3.3122542547026326;-0.36621476418958415,1.4347011613173788,-2.3342392797959564
-0.21433411961861273,1.2695174777410152,-3.2974479941325066;-0.3377254910741076,1.4246777073342587,-2.317295009847449
-0.19706451427619298,1.264497299938904,-3.2844085712698803;-0.30986547660706476,1.415897211163966,-2.302393291460919
-0.1800103657390911,1.2600725601736364,-3.272915740710744;-0.28253317707886877,1.408193863698906,-2.2892749767135605
-0.16314009002114072,1.2561786931627823,-3.262801800422811;-0.2556468638479363,1.4014419722536704,-2.277742880081535
-0.14642714235699825,1.2527655512765397,-3.2539364968221807;-0.22913891029406014,1.3955443099352103,-2.2676439491870406
-0.12984868915095216,1.2497936330779134,-3.246217228773801;-0.20295200780562578,1.3904245757251261,-2.258857698120539
-0.11338468597892085,1.2472315457681282,-3.2395624565405927;-0.17703655528574103,1.3860223348759415,-2.2512884275422698
-0.09701721418277094,1.2450542486788925,-3.233907139425695;-0.15134879307140303,1.3822895254928513,-2.244859841096002
-0.08072998773152569,1.2432418110654946,-3.229199509261025;-0.1258494251340892,1.3791879938464684,-2.2395112392710455
-0.06450797511110974,1.2417785208888612,-3.225398755555484;-0.10050256995269259,1.3766877299564533,-2.23519478947024
-0.0483371003176567,1.2406522414865209,-3.2224733545104436;-0.07527493664282728,1.3747655964425964,-2.2318735559053033
-0.03220399869044211,1.2398539495820202,-3.220399869044208;-0.05013515676820498,1.3734044172389275,-2.22952008513568
-0.016095810534895335,1.2393774111869398,-3.2191621069790637;-0.025053223146296086,1.3725923392082269,-2.2281154139763615
0.0,1.2392189672067766,-3.2187505641734457;0.0,1.372322410304663,-2.227648413315378
0.016095810534894978,1.2393774111869398,-3.2191621069790637;0.02505322314629553,1.3725923392082269,-2.2281154139763615
0.03220399869044211,1.2398539495820202,-3.220399869044208;0.05013515676820498,1.3734044172389275,-2.22952008513568
0.04833710031765634,1.2406522414865209,-3.2224733545104436;0.07527493664282672,1.3747655964425964,-2.2318735559053033
0.06450797511110974,1.2417785208888612,-3.225398755555484;0.10050256995269259,1.3766877299564533,-2.23519478947024
0.08072998773152533,1.2432418110654946,-3.229199509261025;0.12584942513408864,1.3791879938464684,-2.2395112392710455
0.09701721418277094,1.2450542486788925,-3.233907139425695;0.15134879307140303,1.3822895254928513,-2.244859841096002
0.11338468597892049,1.2472315457681282,-3.2395624565405927;0.17703655528574047,1.3860223348759415,-2.2512884275422698
0.12984868915095216,1.2497936330779134,-3.246217228773801;0.20295200780562578,1.3904245757251261,-2.258857698120539
0.14642714235699789,1.2527655512765397,-3.2539364968221807;0.22913891029405958,1.3955443099352103,-2.2676439491870406
0.16314009002114072,1.2561786931627823,-3.262801800422811;0.2556468638479363,1.4014419722536704,-2.277742880081535
0.18001036573909074,1.2600725601736364,-3.272915740710744;0.2825331770788682,1.408193863698906,-2.2892749767135605
0.19706451427619298,1.264497299938904,-3.2844085712698803;0.30986547660706476,1.415897211163966,-2.302393291460919
0.21433411961861273,1.2695174777410152,-3.2974479941325066;0.3377254910741076,1.4246777073342587,-2.317295009847449
0.2318577978291845,1.2752178880605136,-3.3122542547026326;0.36621476418958476,1.4347011613173788,-2.3342392797959564
0.24968433652660046,1.2817129275032166,-3.3291244870213417;0.39546370833558053,1.4461923424845102,-2.3535759762837203
0.2678779462339265,1.28916261625077,-3.3484743279240785;0.4256468357733334,1.4594672848641201,-2.3757948856914384
0.2865277459872959,1.2978021435895173,-3.370914658674071;0.45701042584111895,1.4749930377223492,-2.401616436811332
0.30576676467632663,1.308002271115396,-3.397408496403626;0.4899282522351347,1.493510190787917,-2.432177250411817
0.325816113925467,1.3204126722242615,-3.4296433044786014;0.5250318353575223,1.5163245345446463,-2.4694705916105133
0.34711539861378465,1.3363942846630699,-3.4711539861378435;0.5635970654265563,1.5461896315159402,-2.5176753023840597
0.37094974774049244,1.3601490750484726,-3.532854740385643;0.6094138359515394,1.5916699786873325,-2.5897041957683378
-0.4133526890890557,1.3658610595986191,-3.59437120947005;-0.6870717598934912,1.6081315272168537,-2.663574297787379
-0.3847283802771801,1.3290616773211676,-3.497530729792546;-0.6273874424730854,1.536610176773789,-2.5498808999982447
-0.3618795173749557,1.309659205737935,-3.446471594047198;-0.5845884743382544,1.5002305849202588,-2.490394573130543
-0.3408769247291513,1.2953323139707753,-3.408769247291514;-0.5469800216667132,1.4738979490118607,-2.4466695500588833
-0.3209507532698902,1.2838030130795612,-3.3784289817883186;-0.5123102298264648,1.4530140072111597,-2.4116047008577093
-0.30176899294125625,1.2741357479741935,-3.3529888104584042;-0.4796232566756653,1.435703744553361,-2.3822861560101507
-0.2831475894789757,1.265836282376598,-3.331148111517363;-0.44839765457210784,1.4209831548881542,-2.3571759025008028
-0.2649696030339638,1.2586056144113285,-3.3121200379245486;-0.4183074532614696,1.4082606258411245,-2.335344280014088
-0.24715394325880863,1.252246645844631,-3.29538591011745;-0.3891302723974311,1.3971484521534587,-2.3161789919981177
-0.22964080918632612,1.2466215355829142,-3.2805829883760897;-0.3607047674607945,1.3873769821594761,-2.2992521863014472
-0.21238402066028683,1.2416296592447549,-3.2674464716967235;-0.33290834356104726,1.3787503851010436,-2.2842517838907135
-0.19534660537775306,1.237195167392435,-3.2557767562958815;-0.3056444041513375,1.3711217579903434,-2.270942727681658
-0.1784980824899129,1.2332594790212152,-3.245419681634777;-0.2788345478891672,1.3643781516668043,-2.259143611056745
-0.16181269888484878,1.2297765115248496,-3.2362539776969723;-0.25241353249917986,1.3584310833391362,-2.2487118317104473
-0.14526823283179496,1.2267095216907118,-3.228182951817663;-0.22632587965574233,1.3532102712531424,-2.2395337631508703
-0.12884515187958065,1.2240289428560152,-3.2211287969895133;-0.20052350027731752,1.3486593568293563,-2.23151802790714
-0.11252600063353668,1.2217108640212544,-3.2150285895296165;-0.17496397928702692,1.344732904412515,-2.2245907689676
-0.09629494245478774,1.2197359377606436,-3.2098314151595884;-0.14960930019210017,1.3413942522563942,-2.21869225551897
-0.08013740683675391,1.2180885839186584,-3.2054962734701533;-0.12442487047594064,1.338613949184028,-2.213774408786281
-0.06403981071565468,1.2167564035974379,-3.2019905357827314;-0.0993787566865176,1.3363686065375682,-2.2097989817945525
-0.047989332126060394,1.2157297471935289,-3.199288808404023;-0.07444106749396452,1.334640053524907,-2.2067362179866667
-0.031973721023736454,1.215001398901984,-3.1973721023736426;-0.049583441498080645,1.3334147213127914,-2.2045638717367035
-0.01598113621632912,1.2145663524410122,-3.1962272432658216;-0.024778608426382243,1.33268320578987,-2.2032665122005506
0.0,1.214421661236478,-3.1958464769381;0.0,1.3324399757960759,-2.2028350583589824
0.015981136216328767,1.2145663524410122,-3.1962272432658216;0.024778608426381694,1.33268320578987,-2.2032665122005506
0.031973721023736454,1.215001398901984,-3.1973721023736426;0.049583441498080645,1.3334147213127914,-2.2045638717367035
0.04798933212606003,1.2157297471935289,-3.199288808404023;0.07444106749396397,1.334640053524907,-2.2067362179866667
0.06403981071565468,1.2167564035974379,-3.2019905357827314;0.0993787566865176,1.3363686065375682,-2.2097989817945525
0.08013740683675355,1.2180885839186584,-3.2054962734701533;0.12442487047594009,1.338613949184028,-2.213774408786281
0.09629494245478774,1.2197359377606436,-3.2098314151595884;0.14960930019210017,1.3413942522563942,-2.21869225551897
0.11252600063353632,1.2217108640212544,-3.2150285895296165;0.17496397928702637,1.344732904412515,-2.2245907689676
0.12884515187958065,1.2240289428560152,-3.2211287969895133;0.20052350027731752,1.3486593568293563,-2.23151802790714
0.1452682328317946,1.2267095216907118,-3.228182951817663;0.22632587965574177,1.3532102712531424,-2.2395337631508703
0.16181269888484878,1.2297765115248496,-3.2362539776969723;0.25241353249917986,1.3584310833391362,-2.2487118317104473
0.17849808248991253,1.2332594790212152,-3.245419681634777;0.27883454788916656,1.3643781516668043,-2.259143611056745
0.19534660537775306,1.237195167392435,-3.2557767562958815;0.3056444041513375,1.3711217579903434,-2.270942727681658
0.21238402066028683,1.2416296592447549,-3.2674464716967235;0.33290834356104726,1.3787503851010436,-2.2842517838907135
0.22964080918632646,1.2466215355829142,-3.2805829883760897;0.36070476746079505,1.3873769821594761,-2.2992521863014472
0.24715394325880863,1.252246645844631,-3.29538591011745;0.3891302723974311,1.3971484521534587,-2.3161789919981177
0.2649696030339641,1.2586056144113285,-3.3121200379245486;0.4183074532614701,1.4082606258411245,-2.335344280014088
0.2831475894789757,1.265836282376598,-3.331148111517363;0.44839765457210784,1.4209831548881542,-2.3571759025008028
0.30176899294125664,1.2741357479741935,-3.3529888104584042;0.47962325667566585,1.435703744553361,-2.3822861560101507
0.3209507532698902,1.2838030130795612,-3.3784289817883186;0.5123102298264648,1.4530140072111597,-2.4116047008577093
